1.46188e+006	4.41146e+006	
1.46221e+006	4.41131e+006	
1.46214e+006	4.41164e+006	
1.46067e+006	4.4153e+006	
1.46073e+006	4.41497e+006	
1.46101e+006	4.41525e+006	
1.45848e+006	4.42547e+006	
1.45868e+006	4.42578e+006	
1.45839e+006	4.42579e+006	
1.46137e+006	4.41707e+006	
1.46118e+006	4.417e+006	
1.46138e+006	4.41674e+006	
1.46137e+006	4.41534e+006	
1.46123e+006	4.41555e+006	
1.46192e+006	4.41848e+006	
1.46163e+006	4.4185e+006	
1.46167e+006	4.41824e+006	
1.46167e+006	4.4158e+006	
1.46197e+006	4.41597e+006	
1.46166e+006	4.41638e+006	
1.46248e+006	4.41143e+006	
1.46143e+006	4.41567e+006	
1.46345e+006	4.41152e+006	
1.46304e+006	4.41169e+006	
1.46328e+006	4.41129e+006	
1.46333e+006	4.41188e+006	
1.46588e+006	4.41464e+006	
1.46606e+006	4.41492e+006	
1.46575e+006	4.41484e+006	
1.46615e+006	4.41468e+006	
1.4659e+006	4.41436e+006	
1.46626e+006	4.4144e+006	
1.46364e+006	4.41172e+006	
1.46365e+006	4.41204e+006	
1.4639e+006	4.41182e+006	
1.46385e+006	4.41142e+006	
1.46418e+006	4.41156e+006	
1.46362e+006	4.41119e+006	
1.46355e+006	4.41081e+006	
1.46596e+006	4.41406e+006	
1.46637e+006	4.41411e+006	
1.4661e+006	4.41382e+006	
1.46646e+006	4.41381e+006	
1.46612e+006	4.41351e+006	
1.46656e+006	4.41349e+006	
1.46625e+006	4.41316e+006	
1.46667e+006	4.41316e+006	
1.46646e+006	4.41279e+006	
1.46671e+006	4.42494e+006	
1.46679e+006	4.42592e+006	
1.46632e+006	4.42547e+006	
1.46739e+006	4.42542e+006	
1.4659e+006	4.42506e+006	
1.47531e+006	4.42434e+006	
1.47622e+006	4.42458e+006	
1.47564e+006	4.42503e+006	
1.47586e+006	4.4239e+006	
1.47485e+006	4.42485e+006	
1.47515e+006	4.4254e+006	
1.46416e+006	4.41122e+006	
1.46447e+006	4.41129e+006	
1.46392e+006	4.41101e+006	
1.46398e+006	4.41065e+006	
1.46435e+006	4.4109e+006	
1.46437e+006	4.41051e+006	
1.46472e+006	4.41107e+006	
1.46736e+006	4.42451e+006	
1.46799e+006	4.42492e+006	
1.46792e+006	4.424e+006	
1.46852e+006	4.42437e+006	
1.46846e+006	4.42344e+006	
1.46906e+006	4.42382e+006	
1.46479e+006	4.41074e+006	
1.46473e+006	4.41037e+006	
1.46496e+006	4.41114e+006	
1.46521e+006	4.4105e+006	
1.46511e+006	4.41023e+006	
1.46527e+006	4.41083e+006	
1.46523e+006	4.41122e+006	
1.4657e+006	4.41095e+006	
1.46554e+006	4.41132e+006	
1.46159e+006	4.4174e+006	
1.46183e+006	4.41725e+006	
1.46179e+006	4.41754e+006	
1.4616e+006	4.41716e+006	
1.46136e+006	4.41729e+006	
1.45816e+006	4.42551e+006	
1.4581e+006	4.42581e+006	
1.45822e+006	4.42525e+006	
1.45786e+006	4.42548e+006	
1.4578e+006	4.42582e+006	
1.45759e+006	4.42545e+006	
1.46109e+006	4.41717e+006	
1.46558e+006	4.41447e+006	
1.46539e+006	4.41474e+006	
1.46575e+006	4.41052e+006	
1.46563e+006	4.41019e+006	
1.46564e+006	4.4098e+006	
1.47118e+006	4.42425e+006	
1.4704e+006	4.42487e+006	
1.47042e+006	4.42435e+006	
1.47126e+006	4.42514e+006	
1.46091e+006	4.4156e+006	
1.4606e+006	4.41567e+006	
1.46092e+006	4.41601e+006	
1.46054e+006	4.41599e+006	
1.46165e+006	4.4168e+006	
1.46192e+006	4.41693e+006	
1.46193e+006	4.41661e+006	
1.46216e+006	4.41632e+006	
1.46157e+006	4.41765e+006	
1.46175e+006	4.4178e+006	
1.4652e+006	4.4143e+006	
1.46496e+006	4.41462e+006	
1.46154e+006	4.41788e+006	
1.46171e+006	4.41801e+006	
